ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000001.SZ,20220426,14.88,14.98,14.45,14.73,14.85,-0.12,-0.8081,988209.56,1456929.632
000002.SZ,20220426,18.8,19.55,18.65,18.96,18.83,0.13,0.6904,1061400.57,2023745.887
000004.SZ,20220426,14.7,14.7,14.1,14.17,14.78,-0.61,-4.1272,35272.0,50472.041
000005.SZ,20220426,2.17,2.2,2.08,2.13,2.19,-0.06,-2.7397,138099.0,29515.359
000006.SZ,20220426,4.08,4.16,3.98,4.02,4.0,0.02,0.5,298562.99,120946.456
000007.SZ,20220426,6.68,6.68,6.37,6.37,6.71,-0.34,-5.0671,30185.0,19316.152
000008.SZ,20220426,2.2,2.24,2.13,2.14,2.2,-0.06,-2.7273,296301.13,64581.257
000009.SZ,20220426,8.4,8.54,8.01,8.05,8.44,-0.39,-4.6209,563109.56,468802.279
000010.SZ,20220426,2.83,2.84,2.64,2.67,2.85,-0.18,-6.3158,132716.0,36373.296
000011.SZ,20220426,10.24,10.78,10.15,10.37,10.32,0.05,0.4845,149862.0,156312.927
000012.SZ,20220426,5.73,5.85,5.39,5.44,5.67,-0.23,-4.0564,446826.36,251045.73
000014.SZ,20220426,9.35,9.75,9.1,9.21,9.34,-0.13,-1.3919,158048.0,149445.619
000016.SZ,20220426,4.54,4.57,4.23,4.27,4.54,-0.27,-5.9471,122674.53,54082.218
000017.SZ,20220426,2.86,2.86,2.69,2.7,2.79,-0.09,-3.2258,26576.5,7399.942
000019.SZ,20220426,7.19,7.32,6.94,6.95,7.28,-0.33,-4.533,232828.4,165417.501
000020.SZ,20220426,7.93,8.12,7.3,7.62,7.9,-0.28,-3.5443,7011.0,5492.058
000021.SZ,20220426,9.2,9.35,8.8,8.82,9.13,-0.31,-3.3954,135182.33,122766.053
000023.SZ,20220426,9.28,9.57,9.1,9.32,9.45,-0.13,-1.3757,24732.01,23019.702
000025.SZ,20220426,11.0,11.18,10.47,10.53,11.0,-0.47,-4.2727,49717.27,53650.986
000026.SZ,20220426,8.7,8.84,8.41,8.42,8.87,-0.45,-5.0733,48965.9,42254.705
000027.SZ,20220426,5.7,5.79,5.41,5.45,5.65,-0.2,-3.5398,236397.69,131303.682
000028.SZ,20220426,27.09,29.65,26.5,29.19,26.95,2.24,8.3117,64265.42,182541.22
000029.SZ,20220426,7.41,7.64,7.17,7.27,7.41,-0.14,-1.8893,79714.01,58911.669
000030.SZ,20220426,4.71,4.79,4.3,4.42,4.68,-0.26,-5.5556,94821.86,43374.624
000031.SZ,20220426,3.85,3.95,3.76,3.77,3.85,-0.08,-2.0779,299454.21,115453.528
000032.SZ,20220426,13.44,14.2,13.0,13.0,13.7,-0.7,-5.1095,27418.2,36853.726
000034.SZ,20220426,13.17,13.27,12.45,12.64,13.09,-0.45,-3.4377,66250.63,85672.033
000035.SZ,20220426,4.1,4.2,3.99,4.01,4.07,-0.06,-1.4742,219553.94,90069.049
000036.SZ,20220426,3.58,3.61,3.46,3.47,3.55,-0.08,-2.2535,114689.66,40656.617
